SNo,Name,Category,Unit Price,Aliases,Image URL,Visual Keywords,StockQty
1339,MDH Kitchen King,Others,0,mdh kitchen king,https://drive.google.com/file/d/119r9pVV_o6ILFSBfxRuJ2XW9VbK6mqEK/view,mdh kitchen king,0
1340,MDH Kasmiri Mirchi,Others,0,mdh kasmiri mirchi,https://drive.google.com/file/d/1zZGEJFTvpFEPj4D8w9ERg3uoeOe72a7s/view,mdh kasmiri mirchi,0
1341,Everst Sambhar Masala,Spices & Masalas,0,everst sambhar masala,https://drive.google.com/file/d/1_fDlGppl9ApJed7o9KjyYEQWNpi1tqBM/view,everst sambhar masala,0
1342,R Pure Anardana Powder,Spices & Masalas,0,r pure anardana powder,https://drive.google.com/file/d/1vH-0SdxFc7F_IY0IoM0sTBvBfeqKzuYt/view,r pure anardana powder,0
1343,MDH Chat Masala,Spices & Masalas,0,mdh chat masala,https://drive.google.com/file/d/1fSLKloU6j849IALv5CFq3PPguG_7TDqQ/view,mdh chat masala,0
1344,MDH bIRYANI MASALA,Spices & Masalas,0,mdh biryani masala,https://drive.google.com/file/d/1lEXC_cgDprMYQJKyfW1dmRVKvFjo-ooF/view,mdh biryani masala,0
1345,Ace Tomato Puree,Sauces & Pickles,0,ace tomato puree,https://drive.google.com/file/d/1GsSPX0_82SBGbFx-7AB-TCHChyGINMsb/view,ace tomato puree,0
1346,Pineapple Slices,Others,0,pineapple slices,https://drive.google.com/file/d/1PxJ6kSXqEGaBnjkFSRYYYrFI_bHt1qvu/view,pineapple slices,0
1347,Tata Soulfull cornflakes,Cereals,0,tata soulfull cornflakes,https://drive.google.com/file/d/1LbMPncxIF2vhaV6sz8kHynNGto1cX4nq/view,tata soulfull cornflakes,0
1348,Tata Soulfull Millets,Rice & Flour,0,tata soulfull millets,https://drive.google.com/file/d/1w_zIJ59TM12nvs7dw_CAkU1F3hgUR7-l/view,tata soulfull millets,0
1349,Tahena,Others,0,tahena,https://drive.google.com/file/d/1rvvIE-gaSe3rJvmzNwJzK2-Ht3N_CXcP/view,tahena,0
1350,Mango Manna,Beverages & Syrups,0,mango manna,https://drive.google.com/file/d/1PfisX8FTOCFJY3Ep_NmbkgKqyzeiXyGP/view,mango manna,0
1351,Patanchali M oil,Oils & Ghee,0,patanchali m oil,https://drive.google.com/file/d/1UEDxHyUX5AP-2crAUzdy1g0PC1Exsc4b/view,patanchali m oil,0
1352,Strawberry crush,Beverages & Syrups,0,strawberry crush,https://drive.google.com/file/d/1exw5MIOp2ksqmFYMEjSLN4eDV9sv0N3s/view,strawberry crush,0
1353,Chocolate Sauce,Sauces & Pickles,0,chocolate sauce,https://drive.google.com/file/d/14kCGY5Sc4tQGGtjIzn_Dmv-nsDyoL7Ea/view,chocolate sauce,0
1354,Malas Pineapple,Others,0,malas pineapple,https://drive.google.com/file/d/1u-4aMxRVhKkvaucVHy7LoCDHoi8Ak4uD/view,malas pineapple,0
1355,Malas KIwi,Others,0,malas kiwi,https://drive.google.com/file/d/1GVq5eel_nGRUuctqkMmTBHCn8nmsVfDS/view,malas kiwi,0
1356,Malas Strrawberry,Others,0,malas strrawberry,https://drive.google.com/file/d/19cqb3b1ba6Uo4N_mZCiQdcvJG9X1eIUy/view,malas strrawberry,0
1357,Malas BlueBerry,Others,0,malas blueberry,https://drive.google.com/file/d/1lt8pJ8aYhOPq6_328fkVkgnbS60CS_7C/view,malas blueberry,0
1358,MTR Sambhar Powder,Spices & Masalas,0,mtr sambhar powder,https://drive.google.com/file/d/1Q7BKEgLB3BR3yGn-RD5eVzTemw_Bynyb/view,mtr sambhar powder,0
1359,Fryola Sunflower oil,Oils & Ghee,0,fryola sunflower oil,https://drive.google.com/file/d/18w1__Ogtr5gVRZAUGmJ9ZwIWKKv8E3de/view,fryola sunflower oil,0
1360,Eggless Mayonnase,Dairy,0,eggless mayonnase,https://drive.google.com/file/d/1EU2M2C-zOQwDqBQrRfNcn6Odwm3Yx3Pa/view,eggless mayonnase,0
1361,Madras SHambhar Powder,Spices & Masalas,0,madras shambhar powder,https://drive.google.com/file/d/14T_il8rOm2G5_2TT-LTeyuVHuYcJJuAi/view,madras shambhar powder,0
1362,Freedom Oil,Oils & Ghee,0,freedom oil,https://drive.google.com/file/d/1vzMAAFExd5RSN_w22IqaSQdQojmyZKSX/view,freedom oil,0
1363,Bush Food Colour,Others,0,bush food colour,https://drive.google.com/file/d/1cF8UQdkJwsmezDt4rPql-lmIppTHGZiU/view,bush food colour,0
1364,Badshah Gram Masala 2,Spices & Masalas,0,badshah gram masala 2,https://drive.google.com/file/d/1JNZ40Apw2_mhLFCR2TFOBo5gTf-jbSF7/view,badshah gram masala 2,0
1365,Swastik Chat Masala,Spices & Masalas,0,swastik chat masala,https://drive.google.com/file/d/1QmBEE8b1oIDLpCy6CvfCxfhm6p4O6Hdl/view,swastik chat masala,0
1366,Pink Salt,Spices & Masalas,0,pink salt,https://drive.google.com/file/d/1zDd2RGDsRrc6DmhpzUVPtFmL7zNKSYMP/view,pink salt,0
1367,Tetley Tea Flavour,Tea & Coffee,0,tetley tea flavour,https://drive.google.com/file/d/1t_YZQOU5eOmHkFFvIsA-57bXIiQ8YNUQ/view,tetley tea flavour,0
1368,Achi Ckicken Masala,Spices & Masalas,0,achi ckicken masala,https://drive.google.com/file/d/1ecVZwYYDIEYtWz-udYcJ9DEbD6LF1jaa/view,achi ckicken masala,0
1369,Paprika Powder,Spices & Masalas,0,paprika powder,https://drive.google.com/file/d/18MjUkw8tEpI2iStFkf8vU9gTJDOLUdo8/view,paprika powder,0
1370,Coriander powder,Spices & Masalas,0,coriander powder,https://drive.google.com/file/d/1Ju8eknObgIs9NzOtznA3QtQLG8f0uod7/view,coriander powder,0
1371,SwaSTIK Chilli Powder,Spices & Masalas,0,swastik chilli powder,https://drive.google.com/file/d/1C3jxOl8xQI9-hBDih24mubb14gGobPrX/view,swastik chilli powder,0
1372,Achhi Chilli Powder,Spices & Masalas,0,achhi chilli powder,https://drive.google.com/file/d/1ZsPfCanv7LsKKOffsj7vo-e6wcjWK3SB/view,achhi chilli powder,0
1373,Panko,Others,0,panko,https://drive.google.com/file/d/1CtZ2N3p_hT-hn7ifBRLpalUIhAjo2uUn/view,panko,0
1374,Maggi Masala,Spices & Masalas,0,maggi masala,https://drive.google.com/file/d/1SG3GlYgKxAm-FaD-AZ6zYIoPJDK7Mwwv/view,maggi masala,0
1375,Fryums Pappad,Snacks & Papad,0,fryums pappad,https://drive.google.com/file/d/11--218MqGojCkXqLtHsuZcyuihr_zG7P/view,fryums pappad,0
1376,Chowatty Noodles,Pasta & Noodles,0,chowatty noodles,https://drive.google.com/file/d/1o8u5ytJQKN_aUFVy3hpRmUGRXUDwhdc4/view,chowatty noodles,0
1377,Tomato Paste Cane,Sauces & Pickles,0,tomato paste cane,https://drive.google.com/file/d/1aqEEkXhhXE2tJWBRejxaESWUSlGdVDdY/view,tomato paste cane,0
1378,Water Chesnuts,Dry Fruits & Nuts,0,water chesnuts,https://drive.google.com/file/d/1U_1LQfLqcCacMqtNhpxOxVOJ7CqyjYWn/view,water chesnuts,0
1379,Totato Kechp 5Kg,Others,0,totato kechp 5kg,https://drive.google.com/file/d/1Z9Umkh9f52F4wWBVSwGlEAnTyCT83o3n/view,totato kechp 5kg,0
1380,Coca Mix Powder,Spices & Masalas,0,coca mix powder,https://drive.google.com/file/d/1y4y0bwoXeKw6Cbn6sOp9hFb9ASZznLmp/view,coca mix powder,0
1381,Eco Valley Oats,Cereals,0,eco valley oats,https://drive.google.com/file/d/1QkeMLqXkr7rXDsFGh-v0F8ZLKGsA5Z5G/view,eco valley oats,0
1382,Oats,Cereals,0,oats,https://drive.google.com/file/d/1Sc61n6U3rYNlAbQe3Xbf9VPu6CDOONaU/view,oats,0
1383,Jamun Mix,Sauces & Pickles,0,jamun mix,https://drive.google.com/file/d/1iGDUKCRPO8lejPwqSXXInrwdgjdGBmy7/view,jamun mix,0
1384,Tata Saulfull Millet Corn Flake,Rice & Flour,0,tata saulfull millet corn flake,https://drive.google.com/file/d/1gLgY2kP5hKE9Qc9lxB03ft6Sh6O0aqmQ/view,tata saulfull millet corn flake,0
1385,Tata Saulfull Millet,Rice & Flour,0,tata saulfull millet,https://drive.google.com/file/d/1voj8Un3DZfj38y5RqIq90s98csSTcYG0/view,tata saulfull millet,0
1386,Elbow Pasta,Pasta & Noodles,0,elbow pasta,https://drive.google.com/file/d/1CuMlw__La8-_803wWBK7Wc-Kxtu0fNbe/view,elbow pasta,0
1387,Tomato Pickle,Sauces & Pickles,0,tomato pickle,https://drive.google.com/file/d/1erbI0lmLuIdRPAvEE_ErvU0mD_tJGqJL/view,tomato pickle,0
1388,Mix Veg Pickle,Sauces & Pickles,0,mix veg pickle,https://drive.google.com/file/d/1asKW_EoMRKe8ZAb1oJqYZiSXd_1zTwK3/view,mix veg pickle,0
1389,Badshah Gram Masala,Spices & Masalas,0,badshah gram masala,https://drive.google.com/file/d/1RPhImvj6v69NVW_jNNyi-oo6bgXDBLUG/view,badshah gram masala,0
1390,Sambhar Powder,Spices & Masalas,0,sambhar powder,https://drive.google.com/file/d/1t_XwsJlZ-DKTbi5l2o-ycgyejImtrjbs/view,sambhar powder,0
1391,Bourn Vita,Tea & Coffee,0,bourn vita,https://drive.google.com/file/d/192hZI9pGOaMswz0r0u8bR5zGktY_LTMg/view,bourn vita,0
1392,Infant Milk Food,Dairy,0,infant milk food,https://drive.google.com/file/d/1cw4pTPVEFT9fSYs0HlhudZBVWjGBW92N/view,infant milk food,0
1393,Roasted Vermicelli,Pasta & Noodles,0,roasted vermicelli,https://drive.google.com/file/d/10QXNezzTdyEkU9XfrptrbfaflbM8sF31/view,roasted vermicelli,0
1394,MTR Seviyan Vermicelli,Pasta & Noodles,0,mtr seviyan vermicelli,https://drive.google.com/file/d/1uKlldJzdn9ud8J0ZyvoZ6X4_812LECyd/view,mtr seviyan vermicelli,0
1395,Immunity Boosting,Tea & Coffee,0,immunity boosting,https://drive.google.com/file/d/1OSutPMk3G1T-8TarXsWng7p7mJoOAq3q/view,immunity boosting,0
1396,Fusilli Pasta.,Pasta & Noodles,0,fusilli pasta.,https://drive.google.com/file/d/1GfjhWmZsLrFoHEjHom0kbEJRtFN7W4jV/view,fusilli pasta.,0
1397,Agneshi Pasta,Pasta & Noodles,0,agneshi pasta,https://drive.google.com/file/d/1gMTrVs8TGL1kNm7dN6sH3sl3FwuyEbkM/view,agneshi pasta,0
1398,Corn Flakes,Others,0,corn flakes,https://drive.google.com/file/d/1WzPUrh8l7d3fhLf7kkjZnI00SfQDdO99/view,corn flakes,0
1399,Annapurna Appalam,Others,0,annapurna appalam,https://drive.google.com/file/d/1vQfHzPt5tXpRnvyVTrPbWL7Ll_0OdH6J/view,annapurna appalam,0
1400,Maruthi Appalam Papad,Others,0,maruthi appalam papad,https://drive.google.com/file/d/113Q_2yPtWoR6lHJjcMCQyFTCBuORRYsS/view,maruthi appalam papad,0
1401,Jeera Rice Papad,Rice & Flour,0,jeera rice papad,https://drive.google.com/file/d/1jLFCtg9sNyhu295wJpWXmpC-8FbggVH2/view,jeera rice papad,0
1402,Muskan Makhana,Dry Fruits & Nuts,0,muskan makhana,https://drive.google.com/file/d/1D9c3rr58FbIkhwM5ZpKhJGAdrk5sOqY8/view,muskan makhana,0
1403,Varam Javitri,Spices & Masalas,0,varam javitri,https://drive.google.com/file/d/1PZsDrVDvPx9UCIz3bUmeDf1igdTdM5MG/view,varam javitri,0
1404,Herbs and Spices,Others,0,herbs and spices,https://drive.google.com/file/d/1AjloAlNAcPrndhQ4Fog-1JM3fudY_1q8/view,herbs and spices,0
1405,Yellow Chilli Powder,Spices & Masalas,0,yellow chilli powder,https://drive.google.com/file/d/1WHZG2qXxpX6e9FChHdbDrcba-Pkh_vJj/view,yellow chilli powder,0
1406,Tirumala Noodles,Pasta & Noodles,0,tirumala noodles,https://drive.google.com/file/d/1reWygdhc9X-WV30yUgboTRyA9IkztYYf/view,tirumala noodles,0
1407,Aashirvaad Atta,Others,0,aashirvaad atta,https://drive.google.com/file/d/1JL9L0yAxqNz-jRO75iPBiW2uKshrQlvZ/view,aashirvaad atta,0
1408,Shezwan Chatney,Sauces & Pickles,0,shezwan chatney,https://drive.google.com/file/d/18e0WC4ODZgV2NfZX3GwL5t_bYyVZatRM/view,shezwan chatney,0
1409,Premium Dark  Soy Sauce,Sauces & Pickles,0,premium dark  soy sauce,https://drive.google.com/file/d/1DO5vvogg-m8o7aNX-caOJkMwdxZdmLDx/view,premium dark  soy sauce,0
1410,Premium Light Soy Sauce,Sauces & Pickles,0,premium light soy sauce,https://drive.google.com/file/d/1dmBrZngscOup5fObKV87EYg8pRarVeId/view,premium light soy sauce,0
1411,Hot Peri 2 Sauce,Sauces & Pickles,0,hot peri 2 sauce,https://drive.google.com/file/d/1ZVaqsjgGPb3xYJGRx0ikALjDOwEkLps2/view,hot peri 2 sauce,0
1412,Barbecue Sauce,Sauces & Pickles,0,barbecue sauce,https://drive.google.com/file/d/1JDn_1JU69rme5lkb-Vc8TwiYlBFDZ8ob/view,barbecue sauce,0
1413,Kewra e Khas,Others,0,kewra e khas,https://drive.google.com/file/d/18464XpawQLaUjsTIfiSkp4phbJnChn-X/view,kewra e khas,0
1414,Rose e  Khas,Beverages & Syrups,0,rose e  khas,https://drive.google.com/file/d/1_2si0dVB2wxE7VvHWlQpzzDUNSclQFmc/view,rose e  khas,0
1415,Weikfield Must Sauce,Sauces & Pickles,0,weikfield must sauce,https://drive.google.com/file/d/1_7mfum9Pb90M-PUOgXNJfgenSCBD3Hmj/view,weikfield must sauce,0
1416,Biryani Flavour,Others,0,biryani flavour,https://drive.google.com/file/d/1BUk_VA4h8innTh0xHPONCOy-glMtlMaE/view,biryani flavour,0
1417,Tabasco,Others,0,tabasco,https://drive.google.com/file/d/10F-f7-mSc8syd8Qsbaw5QbS6wqZFh7GM/view,tabasco,0
1418,Khaman Khakla,Snacks & Papad,0,khaman khakla,https://drive.google.com/file/d/1c3BF24D0VE4cPCKObhg7VZEPuYdcy8OP/view,khaman khakla,0
1419,Haldiram Rassagulla,Spices & Masalas,0,haldiram rassagulla,https://drive.google.com/file/d/1izRDOQLHHroC4XX4bdHAiXaSyDiFxTzp/view,haldiram rassagulla,0
1420,420 Gulab jamun,Sauces & Pickles,0,420 gulab jamun,https://drive.google.com/file/d/1LluSsody4zgp2GloEnX0IgU7hR7edS_o/view,420 gulab jamun,0
1421,Kimia Dates,Dry Fruits & Nuts,0,kimia dates,https://drive.google.com/file/d/1GV3fgzPjd1U3BRF5OdTNmJ2lT4cVRdnv/view,kimia dates,0
1422,Green Chilli Sauce,Spices & Masalas,0,green chilli sauce,https://drive.google.com/file/d/1zH4HFerBcoA6mR4nUyB89Fa4Cne0HIGC/view,green chilli sauce,0
1423,Red Chilli Sauce,Spices & Masalas,0,red chilli sauce,https://drive.google.com/file/d/1NljZ7oVIT6WPxnuzcPZCp7Yo0g08prlB/view,red chilli sauce,0
1424,Dark Soya Sauce,Sauces & Pickles,0,dark soya sauce,https://drive.google.com/file/d/10oyvxO5_xtWqlN9UmclxbWmG2x6EBjR8/view,dark soya sauce,0
1425,Tomato Sauce,Sauces & Pickles,0,tomato sauce,https://drive.google.com/file/d/1Pvx59lpfmIMRjM356HY-gvCY3CwnllWC/view,tomato sauce,0
1426,Chilly Sauce,Sauces & Pickles,0,chilly sauce,https://drive.google.com/file/d/1B70rNr0TzyiktAZ7JjddqZQqEN3VAn4w/view,chilly sauce,0
1427,Mastard Sauce,Sauces & Pickles,0,mastard sauce,https://drive.google.com/file/d/1TIiOtCnSPJLaGcsuH1-roU6Z7Nh-MMgJ/view,mastard sauce,0
1428,Len and Perrin Sauce,Sauces & Pickles,0,len and perrin sauce,https://drive.google.com/file/d/1pcdu8-ygMMpjrVn3HMZ-6veObvbhjJ76/view,len and perrin sauce,0
1429,Balsamic Vinegar,Others,0,balsamic vinegar,https://drive.google.com/file/d/1PFv_tjv08TSxHvlXiuc730M0OsmnDik_/view?usp=drivesdk,balsamic vinegar,0
1430,Dabar Gulabari,Others,0,dabar gulabari,https://drive.google.com/file/d/1rY3gskP47tYGqh2xv4xVQwwYFb6oGTbQ/view,dabar gulabari,0
1431,Pomace Olive oil,Oils & Ghee,0,pomace olive oil,https://drive.google.com/file/d/1YcLekil-f-FPSJsSky0LuCHs-Py5Itmh/view,pomace olive oil,0
1432,Dhaniya Powder,Spices & Masalas,0,dhaniya powder,https://drive.google.com/file/d/14ZdpWCWJHojao38dQuyxrJ7xlxBtWr0o/view,dhaniya powder,0
1433,Black Salt Powder,Spices & Masalas,0,black salt powder,https://drive.google.com/file/d/1gLz3g8o7fZXCAX7v9kd1nZ2uhmefKF1G/view,black salt powder,0
1434,Dhokla Flour,Rice & Flour,0,dhokla flour,https://drive.google.com/file/d/1AA55KT1vf2B4mW3AZTHwNOuo1mox0PmR/view,dhokla flour,0
1435,Peri Peri Seasoning,Spices & Masalas,0,peri peri seasoning,https://drive.google.com/file/d/1xz9GXoeZwjmBPpvcejgmYItehjiav2L1/view,peri peri seasoning,0
1436,Weikfield Baking,Baking,0,weikfield baking,https://drive.google.com/file/d/1fzswiKsoyMs6wSmCyT3MX2ud32TZEJb5/view,weikfield baking,0
1437,Milk Maid,Dairy,0,milk maid,https://drive.google.com/file/d/1YaIWtAodsTD9t2FVxgIE0LFIETllDFDo/view,milk maid,0
1438,Weikfield Mustard,Spices & Masalas,0,weikfield mustard,https://drive.google.com/file/d/1tUfXBXP5Fts_x9Yl_B04m7WNdfCGf5sS/view,weikfield mustard,0
1439,Milky Mist,Dairy,0,milky mist,https://drive.google.com/file/d/1Ho1VL1xWu7HYm4G2eIhI2U1rzzvC4dKV/view,milky mist,0
1440,Rajwadi Gram Masala,Spices & Masalas,0,rajwadi gram masala,https://drive.google.com/file/d/1hv81JaFLgTJRfQugqzE0DjnkYGIZ_IpF/view,rajwadi gram masala,0
1441,Lion Dates,Dry Fruits & Nuts,0,lion dates,https://drive.google.com/file/d/1La44VMVry2HdkO7PAnCGWKDj1dzryOcw/view,lion dates,0
1442,Nesle Every Day,Tea & Coffee,0,nesle every day,https://drive.google.com/file/d/12Ibg3dFOTd0XKoQvB4lqroHMgTrgM7TH/view,nesle every day,0
1443,Mango Pickle,Sauces & Pickles,0,mango pickle,https://drive.google.com/file/d/1vrpWrkJBCV9el8zKTb00HARXYYE5IAwl/view,mango pickle,0
1444,Temora mix,Others,0,temora mix,https://drive.google.com/file/d/1_trC5RtBIaMEdyJKYwChIIX2fyW15051/view,temora mix,0
1445,Mango Panna,Beverages & Syrups,0,mango panna,https://drive.google.com/file/d/13jqxET8QNjTl2g1B3jVa2MnV_c9vjUFA/view,mango panna,0
1446,Potato Starch,Baking,0,potato starch,https://drive.google.com/file/d/1sIOBBvej5GERxM3bkSzBaQyy20R8Zk_s/view,potato starch,0
1447,K Mirchi Powder,Spices & Masalas,0,k mirchi powder,https://drive.google.com/file/d/1xZxijEh4Yhqz_0a6fPWjkunq4r8UtXtR/view,k mirchi powder,0
1448,Turmeric Powder,Spices & Masalas,0,turmeric powder,https://drive.google.com/file/d/1TvlvuhxfR_3E06Uco5n1p1zPYd8HF8uT/view,turmeric powder,0
1449,Ghee,Oils & Ghee,0,ghee,https://drive.google.com/file/d/1fseqRMkVcjq6p9J3sdYvgYrU4lWXv2Yf/view,ghee,0
1450,Vinalla,Others,0,vinalla,https://drive.google.com/file/d/1-Dl23_d77XtC1CPS5Yeu4YIIgtNJeKhq/view,vinalla,0
1451,Kewal Gram Masala,Spices & Masalas,0,kewal gram masala,https://drive.google.com/file/d/1H1IlZSmiks45e3hClczlyJ6IBTHwEJy7/view,kewal gram masala,0
1452,chinese pepper Masala,Spices & Masalas,0,chinese pepper masala,https://drive.google.com/file/d/1ztyh4OITCmypGfu4M6K262rNCWU81h7A/view,chinese pepper masala,0
1453,cumin,Others,0,cumin,https://drive.google.com/file/d/1Mx7nBZG7RYRc9rUx8LieRCC_uQUtCvHm/view,cumin,0
1454,Rice Atta,Rice & Flour,0,rice atta,https://drive.google.com/file/d/1Z8rKgo7Iys9zbCbWgrG1SkdNWRxR3PAW/view,rice atta,0
1455,Dried Noodles,Pasta & Noodles,0,dried noodles,https://drive.google.com/file/d/1xvbycENx5WDOPo8h7k5X6PLaSss6mulY/view,dried noodles,0
1456,Lal Mirch Powder,Spices & Masalas,0,lal mirch powder,https://drive.google.com/file/d/1oLjkRJlvwsxbcdx90po1jaRzg0CJX-Pn/view,lal mirch powder,0
1457,Ruchi,Others,0,ruchi,https://drive.google.com/file/d/14fvhVU2LPlnZnZ3--tsmVNSFFY2AHfXF/view,ruchi,0
1458,Mustard Oil,Spices & Masalas,0,mustard oil,https://drive.google.com/file/d/19mWZuwt05FhQgBN90EaGqRSgE6g47-go/view,mustard oil,0
1459,Monin ci,Others,0,monin ci,https://drive.google.com/file/d/1pHU2ok-ET_HRQnmd6e9etA-zYEAzUqho/view,monin ci,0
1460,Monin BLu,Others,0,monin blu,https://drive.google.com/file/d/1QwuT92hlEvZxtQDiCD7egIMnAtgazoVb/view,monin blu,0
1461,monin co,Others,0,monin co,https://drive.google.com/file/d/1BXXaV726iy-4ww-L0oamof4_Z3vXK5RX/view,monin co,0
1462,Spl Badam P E,Others,0,spl badam p e,https://drive.google.com/file/d/1KIX225ClO79Y4wp5iIc66JvPqLELpU1T/view,spl badam p e,0
1463,Peanut Butter,Oils & Ghee,0,peanut butter,https://drive.google.com/file/d/19oZxrFjbivlIUt45S4hkQl4iURtZA18B/view,peanut butter,0
1464,Sweet Corn Kernel,Others,0,sweet corn kernel,https://drive.google.com/file/d/1Fm9iAKs48oTygzgPfu5K8r8J2JXBQP_p/view,sweet corn kernel,0
1465,Fruit Cocktail,Dry Fruits & Nuts,0,fruit cocktail,https://drive.google.com/file/d/1Ry-WIU6Aw-AxhRO0KilcmgaEJ2mE4aMt/view,fruit cocktail,0
1466,Lychee,Others,0,lychee,https://drive.google.com/file/d/1TCTnbcsOSNRXKtemlcMSjGdKlYe6B_wW/view,lychee,0
1467,Chai Patti,Tea & Coffee,0,chai patti,https://drive.google.com/file/d/1WgW2JQjU6sEvPh-SkpfLahhmFnE7ht5-/view,chai patti,0
1468,Masala Peanuts,Spices & Masalas,0,masala peanuts,https://drive.google.com/file/d/1IuW4cikKxV_UM7QQOi8mDrYsO5l0M_30/view,masala peanuts,0
1469,Pistachi Nuts,Dry Fruits & Nuts,0,pistachi nuts,https://drive.google.com/file/d/169cBkePcPnwCcufNAtLvynQf2m5uloiK/view,pistachi nuts,0
1470,Masala Kaju,Spices & Masalas,0,masala kaju,https://drive.google.com/file/d/14iwu5NCVuV9Km3vFYIco63duM2DhhX0b/view,masala kaju,0
1471,Pipe FRYUMS,Snacks & Papad,0,pipe fryums,https://drive.google.com/file/d/1nRTtzJNrFYO56UJyz30RNqPJB3S8bphz/view,pipe fryums,0
1472,Bat Shape Fryums,Snacks & Papad,0,bat shape fryums,https://drive.google.com/file/d/14AWX5yW3UFuWP1yCEPskDprSBH_aziQ0/view,bat shape fryums,0
1473,Anjeer,Dry Fruits & Nuts,0,anjeer,https://drive.google.com/file/d/1iwZC96QS5_X3oPq2Fu-Miv8I1E0G56lq/view,anjeer,0
1474,Pani Puri Peanuts,Dry Fruits & Nuts,0,pani puri peanuts,https://drive.google.com/file/d/1RH9OqhYjhHjsiqkynghTa1IKWYWuxXxH/view,pani puri peanuts,0
1475,Cloves Powder,Spices & Masalas,0,cloves powder,https://drive.google.com/file/d/1vQ95HL865sjN6Uac5bZoVeqWvhs2RMaY/view,cloves powder,0
1476,Soan Papri,Sweets,0,soan papri,https://drive.google.com/file/d/1-MHd-ZaJdxrFcCstvG5Ut5PZnp3iZVeq/view,soan papri,0
1477,Green Chilli Peanuts,Spices & Masalas,0,green chilli peanuts,https://drive.google.com/file/d/16G78ZFLhg75We47myAicMhIqGCUSin9W/view,green chilli peanuts,0
1478,Onion Powder,Spices & Masalas,0,onion powder,https://drive.google.com/file/d/171ZisM6Uno-eEE-_Qtiw2B-cT0IKl77c/view,onion powder,0
1479,Mong Tawa Chilla,Pulses & Dals,0,mong tawa chilla,https://drive.google.com/file/d/1IRRN4tXfXgQ_izNGLzL_oYZ-pVoKmqUC/view,mong tawa chilla,0
1480,Garlic Powder,Spices & Masalas,0,garlic powder,https://drive.google.com/file/d/1TN8RQjvlW14Vek9InyKTIm1ENSo7BQ6P/view,garlic powder,0
1481,Arborio Rice,Rice & Flour,0,arborio rice,https://drive.google.com/file/d/1TQnGQRqvt1xSjTRMh02sjppRy9gkNHen/view,arborio rice,0
1482,Taj Mahal Tea,Others,0,taj mahal tea,https://drive.google.com/file/d/1uiSBO8OnnGE0Cf70fw2KIMfugqAtFDM2/view,taj mahal tea,0
1483,Mong Vajjia,Pulses & Dals,0,mong vajjia,https://drive.google.com/file/d/1v-J2jiYJwHNoaVuMUq9HbjORiwU4WMpJ/view,mong vajjia,0
1484,Wheat Flakes,Rice & Flour,0,wheat flakes,https://drive.google.com/file/d/12JmCrjuk9sfx7fHcaPUTNwGSGnqH6kZk/view,wheat flakes,0
1485,Arborio,Others,0,arborio,https://drive.google.com/file/d/1A2VeIbt3gY5ojhtkXqVTuhu2zPOj84eu/view,arborio,0
1486,Cahews n,Dry Fruits & Nuts,0,cahews n,https://drive.google.com/file/d/1EnRLmk--oVfFQn9-_FKlBP1-y02xwsqP/view,cahews n,0
1487,Pine Nuts,Dry Fruits & Nuts,0,pine nuts,https://drive.google.com/file/d/1Gt-7StgN9Ctr8cTsLZHYIF9zRP4CuiAk/view,pine nuts,0
1488,Plum Sauce,Sauces & Pickles,0,plum sauce,https://drive.google.com/file/d/1J-CVUc9Hk6n2h7Lys7FKSiDPTiu4BLKV/view,plum sauce,0
1489,Platinium Almonds,Dry Fruits & Nuts,0,platinium almonds,https://drive.google.com/file/d/1OY9H-XiJHj2fGaa3vOXX747NnAfC0tYT/view,platinium almonds,0
1490,Missi Roti Atta,Rice & Flour,0,missi roti atta,https://drive.google.com/file/d/1OpdPjFiqtIUEIFi902PE9pq7IHddyh7N/view,missi roti atta,0
1491,Roasted Makhana,Dry Fruits & Nuts,0,roasted makhana,https://drive.google.com/file/d/1Wmq-5ckWlVSJZa5GlyEfAFfDO7lTrkcO/view,roasted makhana,0
1492,Pista Eliachi,Dry Fruits & Nuts,0,pista eliachi,https://drive.google.com/file/d/1ZWXpQuVnDcZBpoBidyd9Pru5yCzJNyap/view,pista eliachi,0
1493,Almonds,Dry Fruits & Nuts,0,almonds,https://drive.google.com/file/d/1ZqryIcHRzI9XGvTlseZHPrPPy2psmiEY/view,almonds,0
1494,Nuts Delight,Dry Fruits & Nuts,0,nuts delight,https://drive.google.com/file/d/1cxBJ72hs3O3Wv2uPWSDxO0gANdKrX9Te/view,nuts delight,0
1495,Chilgoza,Others,0,chilgoza,https://drive.google.com/file/d/1ergc9o4nQSZvxghPM51ahNjvB6JK_P8a/view,chilgoza,0
1496,Cashew,Dry Fruits & Nuts,0,cashew,https://drive.google.com/file/d/1qhVRp45ndvjgWSQ1EbY9hytgTPaVM8cq/view,cashew,0
1497,Almond Flakes,Dry Fruits & Nuts,0,almond flakes,https://drive.google.com/file/d/1sbirAQf5EShbN_Zbh9chdObXY_DIqnDD/view,almond flakes,0
1498,DF daily Farm,Others,0,df daily farm,https://drive.google.com/file/d/1FjURCRmBMFOBxsysyNesx0hRr-8CbCCe/view,df daily farm,0
1499,Veg Sauya Cheeps stinks,Others,0,veg sauya cheeps stinks,https://drive.google.com/file/d/1MLJ07RP6RKIUboEfrYUHg0JjAWEacpbu/view,veg sauya cheeps stinks,0
